# Time,Voltage
-2.279999999999999909e-03,2.554999999999999716e+00
-2.275000000000000112e-03,2.398749999999999716e+00
-2.269999999999999882e-03,2.554999999999999716e+00
-2.265000000000000086e-03,2.398749999999999716e+00
-2.259999999999999856e-03,2.554999999999999716e+00
-2.255000000000000060e-03,2.398749999999999716e+00
-2.250000000000000264e-03,2.554999999999999716e+00
-2.245000000000000034e-03,2.398749999999999716e+00
-2.239999999999999804e-03,2.554999999999999716e+00
-2.235000000000000007e-03,2.398749999999999716e+00
-2.230000000000000211e-03,2.398749999999999716e+00
-2.224999999999999981e-03,2.554999999999999716e+00
-2.220000000000000185e-03,2.554999999999999716e+00
-2.214999999999999955e-03,2.398749999999999716e+00
-2.210000000000000159e-03,2.554999999999999716e+00
-2.204999999999999929e-03,2.554999999999999716e+00
-2.200000000000000133e-03,2.554999999999999716e+00
-2.194999999999999903e-03,2.554999999999999716e+00
-2.190000000000000106e-03,2.711249999999999716e+00
-2.184999999999999876e-03,2.711249999999999716e+00
-2.180000000000000080e-03,2.554999999999999716e+00
-2.174999999999999850e-03,2.554999999999999716e+00
-2.170000000000000054e-03,2.554999999999999716e+00
-2.165000000000000258e-03,2.398749999999999716e+00
-2.160000000000000028e-03,2.398749999999999716e+00
-2.154999999999999798e-03,2.554999999999999716e+00
-2.150000000000000001e-03,2.554999999999999716e+00
-2.145000000000000205e-03,2.398749999999999716e+00
-2.139999999999999975e-03,2.554999999999999716e+00
-2.135000000000000179e-03,2.398749999999999716e+00
-2.129999999999999949e-03,2.554999999999999716e+00
-2.125000000000000153e-03,2.554999999999999716e+00
-2.119999999999999923e-03,2.711249999999999716e+00
-2.115000000000000126e-03,2.554999999999999716e+00
-2.109999999999999896e-03,2.554999999999999716e+00
-2.105000000000000100e-03,2.554999999999999716e+00
-2.099999999999999870e-03,2.554999999999999716e+00
-2.095000000000000074e-03,2.554999999999999716e+00
-2.089999999999999844e-03,2.398749999999999716e+00
-2.085000000000000048e-03,2.554999999999999716e+00
-2.080000000000000251e-03,5.499999999999971578e-02
-2.075000000000000022e-03,5.499999999999971578e-02
-2.069999999999999792e-03,5.499999999999971578e-02
-2.064999999999999995e-03,5.499999999999971578e-02
-2.060000000000000199e-03,2.112499999999997158e-01
-2.054999999999999969e-03,5.499999999999971578e-02
-2.050000000000000173e-03,5.499999999999971578e-02
-2.044999999999999943e-03,5.499999999999971578e-02
-2.040000000000000147e-03,5.499999999999971578e-02
-2.034999999999999917e-03,5.499999999999971578e-02
-2.030000000000000120e-03,5.499999999999971578e-02
-2.024999999999999890e-03,5.499999999999971578e-02
-2.020000000000000094e-03,-1.012500000000002842e-01
-2.014999999999999864e-03,-1.012500000000002842e-01
-2.010000000000000068e-03,5.499999999999971578e-02
-2.004999999999999838e-03,5.499999999999971578e-02
-2.000000000000000042e-03,5.499999999999971578e-02
-1.995000000000000245e-03,5.499999999999971578e-02
-1.990000000000000015e-03,5.499999999999971578e-02
-1.984999999999999785e-03,5.499999999999971578e-02
-1.979999999999999989e-03,5.499999999999971578e-02
-1.975000000000000193e-03,5.499999999999971578e-02
-1.969999999999999963e-03,5.499999999999971578e-02
-1.965000000000000167e-03,5.499999999999971578e-02
-1.959999999999999937e-03,-1.012500000000002842e-01
-1.955000000000000140e-03,2.112499999999997158e-01
-1.949999999999999910e-03,5.499999999999971578e-02
-1.945000000000000114e-03,5.499999999999971578e-02
-1.939999999999999884e-03,-1.012500000000002842e-01
-1.935000000000000088e-03,5.499999999999971578e-02
-1.929999999999999858e-03,5.499999999999971578e-02
-1.925000000000000062e-03,5.499999999999971578e-02
-1.920000000000000049e-03,5.499999999999971578e-02
-1.915000000000000036e-03,-1.012500000000002842e-01
-1.910000000000000022e-03,2.112499999999997158e-01
-1.905000000000000009e-03,-1.012500000000002842e-01
-1.899999999999999996e-03,5.499999999999971578e-02
-1.894999999999999983e-03,2.112499999999997158e-01
-1.889999999999999970e-03,-1.012500000000002842e-01
-1.884999999999999957e-03,5.499999999999971578e-02
-1.880000000000000161e-03,5.499999999999971578e-02
-1.874999999999999931e-03,5.499999999999971578e-02
-1.870000000000000134e-03,5.499999999999971578e-02
-1.864999999999999904e-03,5.499999999999971578e-02
-1.860000000000000108e-03,5.499999999999971578e-02
-1.854999999999999878e-03,2.112499999999997158e-01
-1.850000000000000082e-03,5.499999999999971578e-02
-1.844999999999999852e-03,2.112499999999997158e-01
-1.840000000000000056e-03,5.499999999999971578e-02
-1.835000000000000043e-03,5.499999999999971578e-02
-1.830000000000000029e-03,5.499999999999971578e-02
-1.825000000000000016e-03,5.499999999999971578e-02
-1.820000000000000003e-03,-1.012500000000002842e-01
-1.814999999999999990e-03,2.112499999999997158e-01
-1.809999999999999977e-03,-1.012500000000002842e-01
-1.804999999999999964e-03,2.112499999999997158e-01
-1.799999999999999951e-03,5.499999999999971578e-02
-1.795000000000000154e-03,5.499999999999971578e-02
-1.789999999999999925e-03,5.499999999999971578e-02
-1.785000000000000128e-03,5.499999999999971578e-02
-1.779999999999999898e-03,-1.012500000000002842e-01
-1.775000000000000102e-03,3.674999999999997158e-01
-1.769999999999999872e-03,5.499999999999971578e-02
-1.765000000000000076e-03,5.499999999999971578e-02
-1.759999999999999846e-03,5.499999999999971578e-02
-1.755000000000000050e-03,-2.575000000000002842e-01
-1.750000000000000036e-03,-1.012500000000002842e-01
-1.745000000000000023e-03,5.499999999999971578e-02
-1.740000000000000010e-03,5.499999999999971578e-02
-1.734999999999999997e-03,5.499999999999971578e-02
-1.729999999999999984e-03,-1.012500000000002842e-01
-1.724999999999999971e-03,5.499999999999971578e-02
-1.719999999999999958e-03,5.499999999999971578e-02
-1.714999999999999945e-03,2.112499999999997158e-01
-1.710000000000000148e-03,5.499999999999971578e-02
-1.704999999999999918e-03,2.112499999999997158e-01
-1.700000000000000122e-03,5.499999999999971578e-02
-1.694999999999999892e-03,5.499999999999971578e-02
-1.690000000000000096e-03,5.499999999999971578e-02
-1.684999999999999866e-03,2.112499999999997158e-01
-1.680000000000000070e-03,-1.012500000000002842e-01
-1.674999999999999840e-03,5.499999999999971578e-02
-1.670000000000000043e-03,2.398749999999999716e+00
-1.665000000000000030e-03,2.711249999999999716e+00
-1.660000000000000017e-03,2.554999999999999716e+00
-1.655000000000000004e-03,2.554999999999999716e+00
-1.649999999999999991e-03,2.398749999999999716e+00
-1.644999999999999978e-03,2.554999999999999716e+00
-1.639999999999999965e-03,2.554999999999999716e+00
-1.634999999999999952e-03,2.554999999999999716e+00
-1.629999999999999939e-03,2.398749999999999716e+00
-1.625000000000000142e-03,2.398749999999999716e+00
-1.619999999999999912e-03,2.398749999999999716e+00
-1.615000000000000116e-03,2.554999999999999716e+00
-1.609999999999999886e-03,2.398749999999999716e+00
-1.605000000000000090e-03,2.554999999999999716e+00
-1.599999999999999860e-03,2.398749999999999716e+00
-1.595000000000000064e-03,2.554999999999999716e+00
-1.589999999999999834e-03,2.398749999999999716e+00
-1.585000000000000037e-03,2.554999999999999716e+00
-1.580000000000000024e-03,2.711249999999999716e+00
-1.575000000000000011e-03,2.554999999999999716e+00
-1.569999999999999998e-03,2.711249999999999716e+00
-1.564999999999999985e-03,2.398749999999999716e+00
-1.559999999999999972e-03,2.398749999999999716e+00
-1.554999999999999959e-03,2.554999999999999716e+00
-1.549999999999999946e-03,2.554999999999999716e+00
-1.544999999999999932e-03,2.554999999999999716e+00
-1.539999999999999919e-03,2.554999999999999716e+00
-1.534999999999999906e-03,2.554999999999999716e+00
-1.530000000000000110e-03,2.554999999999999716e+00
-1.524999999999999880e-03,2.398749999999999716e+00
-1.519999999999999867e-03,2.554999999999999716e+00
-1.515000000000000071e-03,2.554999999999999716e+00
-1.510000000000000057e-03,2.554999999999999716e+00
-1.505000000000000044e-03,2.398749999999999716e+00
-1.500000000000000031e-03,2.398749999999999716e+00
-1.495000000000000018e-03,2.554999999999999716e+00
-1.490000000000000005e-03,2.398749999999999716e+00
-1.484999999999999992e-03,2.554999999999999716e+00
-1.479999999999999979e-03,2.398749999999999716e+00
-1.474999999999999966e-03,2.554999999999999716e+00
-1.469999999999999953e-03,2.554999999999999716e+00
-1.464999999999999939e-03,2.554999999999999716e+00
-1.459999999999999926e-03,2.554999999999999716e+00
-1.454999999999999913e-03,2.398749999999999716e+00
-1.449999999999999900e-03,2.554999999999999716e+00
-1.444999999999999887e-03,2.711249999999999716e+00
-1.439999999999999874e-03,2.554999999999999716e+00
-1.434999999999999861e-03,2.398749999999999716e+00
-1.430000000000000064e-03,2.554999999999999716e+00
-1.425000000000000051e-03,2.398749999999999716e+00
-1.420000000000000038e-03,2.398749999999999716e+00
-1.415000000000000025e-03,2.554999999999999716e+00
-1.410000000000000012e-03,2.398749999999999716e+00
-1.404999999999999999e-03,2.398749999999999716e+00
-1.399999999999999986e-03,2.398749999999999716e+00
-1.394999999999999973e-03,2.711249999999999716e+00
-1.389999999999999960e-03,2.554999999999999716e+00
-1.384999999999999946e-03,2.554999999999999716e+00
-1.379999999999999933e-03,2.554999999999999716e+00
-1.374999999999999920e-03,2.554999999999999716e+00
-1.369999999999999907e-03,2.554999999999999716e+00
-1.364999999999999894e-03,2.398749999999999716e+00
-1.359999999999999881e-03,2.554999999999999716e+00
-1.354999999999999868e-03,2.398749999999999716e+00
-1.349999999999999855e-03,2.554999999999999716e+00
-1.345000000000000058e-03,2.554999999999999716e+00
-1.340000000000000045e-03,2.554999999999999716e+00
-1.335000000000000032e-03,2.554999999999999716e+00
-1.330000000000000019e-03,2.398749999999999716e+00
-1.325000000000000006e-03,2.554999999999999716e+00
-1.319999999999999993e-03,2.554999999999999716e+00
-1.314999999999999980e-03,2.711249999999999716e+00
-1.309999999999999967e-03,2.554999999999999716e+00
-1.304999999999999953e-03,2.554999999999999716e+00
-1.299999999999999940e-03,2.554999999999999716e+00
-1.294999999999999927e-03,2.711249999999999716e+00
-1.289999999999999914e-03,2.554999999999999716e+00
-1.284999999999999901e-03,2.711249999999999716e+00
-1.279999999999999888e-03,2.554999999999999716e+00
-1.274999999999999875e-03,2.711249999999999716e+00
-1.269999999999999862e-03,2.554999999999999716e+00
-1.264999999999999849e-03,2.554999999999999716e+00
-1.260000000000000052e-03,2.711249999999999716e+00
-1.255000000000000039e-03,2.711249999999999716e+00
-1.250000000000000026e-03,2.112499999999997158e-01
-1.245000000000000013e-03,5.499999999999971578e-02
-1.240000000000000000e-03,5.499999999999971578e-02
-1.234999999999999987e-03,2.112499999999997158e-01
-1.229999999999999974e-03,5.499999999999971578e-02
-1.224999999999999960e-03,5.499999999999971578e-02
-1.219999999999999947e-03,-1.012500000000002842e-01
-1.214999999999999934e-03,-1.012500000000002842e-01
-1.209999999999999921e-03,5.499999999999971578e-02
-1.204999999999999908e-03,2.112499999999997158e-01
-1.199999999999999895e-03,5.499999999999971578e-02
-1.194999999999999882e-03,5.499999999999971578e-02
-1.189999999999999869e-03,5.499999999999971578e-02
-1.184999999999999856e-03,-1.012500000000002842e-01
-1.179999999999999842e-03,-1.012500000000002842e-01
-1.175000000000000046e-03,5.499999999999971578e-02
-1.170000000000000033e-03,2.112499999999997158e-01
-1.165000000000000020e-03,2.112499999999997158e-01
-1.160000000000000007e-03,-1.012500000000002842e-01
-1.154999999999999994e-03,-1.012500000000002842e-01
-1.149999999999999981e-03,5.499999999999971578e-02
-1.144999999999999967e-03,-1.012500000000002842e-01
-1.139999999999999954e-03,5.499999999999971578e-02
-1.134999999999999941e-03,5.499999999999971578e-02
-1.129999999999999928e-03,2.112499999999997158e-01
-1.124999999999999915e-03,5.499999999999971578e-02
-1.119999999999999902e-03,2.112499999999997158e-01
-1.114999999999999889e-03,-1.012500000000002842e-01
-1.109999999999999876e-03,-1.012500000000002842e-01
-1.104999999999999863e-03,5.499999999999971578e-02
-1.099999999999999849e-03,-1.012500000000002842e-01
-1.094999999999999836e-03,5.499999999999971578e-02
-1.090000000000000040e-03,5.499999999999971578e-02
-1.085000000000000027e-03,3.674999999999997158e-01
-1.080000000000000014e-03,-1.012500000000002842e-01
-1.075000000000000001e-03,5.499999999999971578e-02
-1.069999999999999988e-03,-1.012500000000002842e-01
-1.064999999999999974e-03,5.499999999999971578e-02
-1.059999999999999961e-03,-1.012500000000002842e-01
-1.054999999999999948e-03,-1.012500000000002842e-01
-1.049999999999999935e-03,5.499999999999971578e-02
-1.044999999999999922e-03,-1.012500000000002842e-01
-1.039999999999999909e-03,-1.012500000000002842e-01
-1.034999999999999896e-03,5.499999999999971578e-02
-1.029999999999999883e-03,5.499999999999971578e-02
-1.024999999999999870e-03,-1.012500000000002842e-01
-1.019999999999999856e-03,5.499999999999971578e-02
-1.014999999999999843e-03,2.112499999999997158e-01
-1.009999999999999830e-03,-1.012500000000002842e-01
-1.005000000000000034e-03,-1.012500000000002842e-01
-1.000000000000000021e-03,5.499999999999971578e-02
-9.950000000000000077e-04,5.499999999999971578e-02
-9.899999999999999946e-04,5.499999999999971578e-02
-9.849999999999999815e-04,5.499999999999971578e-02
-9.799999999999999684e-04,5.499999999999971578e-02
-9.749999999999999552e-04,5.499999999999971578e-02
-9.699999999999999421e-04,2.112499999999997158e-01
-9.649999999999999290e-04,5.499999999999971578e-02
-9.599999999999999159e-04,5.499999999999971578e-02
-9.549999999999999028e-04,5.499999999999971578e-02
-9.499999999999998897e-04,-1.012500000000002842e-01
-9.449999999999998766e-04,5.499999999999971578e-02
-9.399999999999998634e-04,5.499999999999971578e-02
-9.349999999999998503e-04,-1.012500000000002842e-01
-9.299999999999998372e-04,5.499999999999971578e-02
-9.249999999999998241e-04,5.499999999999971578e-02
-9.200000000000000278e-04,5.499999999999971578e-02
-9.150000000000000147e-04,5.499999999999971578e-02
-9.100000000000000016e-04,5.499999999999971578e-02
-9.049999999999999885e-04,5.499999999999971578e-02
-8.999999999999999754e-04,-1.012500000000002842e-01
-8.949999999999999623e-04,-1.012500000000002842e-01
-8.899999999999999491e-04,2.112499999999997158e-01
-8.849999999999999360e-04,2.112499999999997158e-01
-8.799999999999999229e-04,5.499999999999971578e-02
-8.749999999999999098e-04,2.112499999999997158e-01
-8.699999999999998967e-04,-1.012500000000002842e-01
-8.649999999999998836e-04,5.499999999999971578e-02
-8.599999999999998705e-04,5.499999999999971578e-02
-8.549999999999998573e-04,5.499999999999971578e-02
-8.499999999999998442e-04,-1.012500000000002842e-01
-8.449999999999998311e-04,2.112499999999997158e-01
-8.399999999999998180e-04,-1.012500000000002842e-01
-8.350000000000000217e-04,5.499999999999971578e-02
-8.300000000000000086e-04,2.554999999999999716e+00
-8.249999999999999955e-04,2.242499999999999716e+00
-8.199999999999999824e-04,2.398749999999999716e+00
-8.149999999999999693e-04,2.554999999999999716e+00
-8.099999999999999561e-04,2.554999999999999716e+00
-8.049999999999999430e-04,2.711249999999999716e+00
-7.999999999999999299e-04,2.554999999999999716e+00
-7.949999999999999168e-04,2.554999999999999716e+00
-7.899999999999999037e-04,2.711249999999999716e+00
-7.849999999999998906e-04,2.398749999999999716e+00
-7.799999999999998775e-04,2.554999999999999716e+00
-7.749999999999998643e-04,2.398749999999999716e+00
-7.699999999999998512e-04,2.398749999999999716e+00
-7.649999999999998381e-04,2.554999999999999716e+00
-7.599999999999998250e-04,2.554999999999999716e+00
-7.549999999999998119e-04,2.398749999999999716e+00
-7.500000000000000156e-04,2.398749999999999716e+00
-7.450000000000000025e-04,2.398749999999999716e+00
-7.399999999999999894e-04,2.398749999999999716e+00
-7.349999999999999763e-04,2.554999999999999716e+00
-7.299999999999999632e-04,2.554999999999999716e+00
-7.249999999999999500e-04,2.554999999999999716e+00
-7.199999999999999369e-04,2.554999999999999716e+00
-7.149999999999999238e-04,2.398749999999999716e+00
-7.099999999999999107e-04,2.554999999999999716e+00
-7.049999999999998976e-04,2.554999999999999716e+00
-6.999999999999998845e-04,2.398749999999999716e+00
-6.949999999999998714e-04,2.554999999999999716e+00
-6.899999999999998582e-04,2.554999999999999716e+00
-6.849999999999998451e-04,2.554999999999999716e+00
-6.799999999999998320e-04,2.398749999999999716e+00
-6.749999999999998189e-04,2.398749999999999716e+00
-6.699999999999998058e-04,2.711249999999999716e+00
-6.650000000000000095e-04,2.554999999999999716e+00
-6.599999999999999964e-04,2.398749999999999716e+00
-6.549999999999999833e-04,2.242499999999999716e+00
-6.499999999999999702e-04,2.554999999999999716e+00
-6.449999999999999570e-04,2.398749999999999716e+00
-6.399999999999999439e-04,2.554999999999999716e+00
-6.349999999999999308e-04,2.554999999999999716e+00
-6.299999999999999177e-04,2.554999999999999716e+00
-6.249999999999999046e-04,2.711249999999999716e+00
-6.199999999999998915e-04,2.554999999999999716e+00
-6.149999999999998784e-04,2.554999999999999716e+00
-6.099999999999998652e-04,2.554999999999999716e+00
-6.049999999999998521e-04,2.554999999999999716e+00
-5.999999999999998390e-04,2.398749999999999716e+00
-5.949999999999998259e-04,2.554999999999999716e+00
-5.899999999999998128e-04,2.554999999999999716e+00
-5.849999999999997997e-04,2.554999999999999716e+00
-5.799999999999997866e-04,2.554999999999999716e+00
-5.749999999999999903e-04,2.398749999999999716e+00
-5.699999999999999772e-04,2.398749999999999716e+00
-5.649999999999999641e-04,2.554999999999999716e+00
-5.599999999999999509e-04,2.554999999999999716e+00
-5.549999999999999378e-04,2.398749999999999716e+00
-5.499999999999999247e-04,2.554999999999999716e+00
-5.449999999999999116e-04,2.398749999999999716e+00
-5.399999999999996816e-04,2.711249999999999716e+00
-5.349999999999998854e-04,2.554999999999999716e+00
-5.300000000000000891e-04,2.554999999999999716e+00
-5.249999999999998591e-04,2.398749999999999716e+00
-5.200000000000000629e-04,2.554999999999999716e+00
-5.149999999999998329e-04,2.398749999999999716e+00
-5.100000000000000366e-04,2.554999999999999716e+00
-5.049999999999998067e-04,2.554999999999999716e+00
-5.000000000000000104e-04,2.398749999999999716e+00
-4.949999999999997805e-04,2.711249999999999716e+00
-4.899999999999999842e-04,2.554999999999999716e+00
-4.849999999999997542e-04,2.554999999999999716e+00
-4.799999999999999580e-04,2.554999999999999716e+00
-4.749999999999997280e-04,2.398749999999999716e+00
-4.699999999999999317e-04,2.398749999999999716e+00
-4.649999999999997018e-04,2.554999999999999716e+00
-4.599999999999999055e-04,2.554999999999999716e+00
-4.549999999999996755e-04,2.242499999999999716e+00
-4.499999999999998793e-04,2.711249999999999716e+00
-4.450000000000000830e-04,2.554999999999999716e+00
-4.399999999999998530e-04,2.554999999999999716e+00
-4.350000000000000568e-04,2.554999999999999716e+00
-4.299999999999998268e-04,2.398749999999999716e+00
-4.250000000000000305e-04,2.554999999999999716e+00
-4.199999999999998006e-04,2.554999999999999716e+00
-4.150000000000000043e-04,5.499999999999971578e-02
-4.099999999999997743e-04,5.499999999999971578e-02
-4.049999999999999781e-04,2.112499999999997158e-01
-3.999999999999997481e-04,-1.012500000000002842e-01
-3.949999999999999518e-04,5.499999999999971578e-02
-3.899999999999997219e-04,5.499999999999971578e-02
-3.849999999999999256e-04,-1.012500000000002842e-01
-3.799999999999996957e-04,5.499999999999971578e-02
-3.749999999999998994e-04,5.499999999999971578e-02
-3.699999999999996694e-04,5.499999999999971578e-02
-3.649999999999998732e-04,5.499999999999971578e-02
-3.600000000000000769e-04,5.499999999999971578e-02
-3.549999999999998469e-04,5.499999999999971578e-02
-3.500000000000000507e-04,-1.012500000000002842e-01
-3.449999999999998207e-04,-1.012500000000002842e-01
-3.400000000000000244e-04,5.499999999999971578e-02
-3.349999999999997945e-04,2.112499999999997158e-01
-3.299999999999999982e-04,5.499999999999971578e-02
-3.249999999999997682e-04,5.499999999999971578e-02
-3.199999999999999720e-04,5.499999999999971578e-02
-3.149999999999997420e-04,5.499999999999971578e-02
-3.099999999999999457e-04,5.499999999999971578e-02
-3.049999999999997158e-04,-1.012500000000002842e-01
-2.999999999999999195e-04,5.499999999999971578e-02
-2.949999999999996896e-04,5.499999999999971578e-02
-2.899999999999998933e-04,5.499999999999971578e-02
-2.849999999999996633e-04,5.499999999999971578e-02
-2.799999999999998671e-04,5.499999999999971578e-02
-2.750000000000000708e-04,5.499999999999971578e-02
-2.699999999999998408e-04,-1.012500000000002842e-01
-2.650000000000000445e-04,5.499999999999971578e-02
-2.599999999999998146e-04,5.499999999999971578e-02
-2.550000000000000183e-04,-1.012500000000002842e-01
-2.499999999999997884e-04,5.499999999999971578e-02
-2.449999999999999921e-04,5.499999999999971578e-02
-2.399999999999997621e-04,5.499999999999971578e-02
-2.349999999999999659e-04,-1.012500000000002842e-01
-2.299999999999997359e-04,5.499999999999971578e-02
-2.249999999999999396e-04,-1.012500000000002842e-01
-2.199999999999997097e-04,5.499999999999971578e-02
-2.149999999999999134e-04,5.499999999999971578e-02
-2.099999999999996834e-04,5.499999999999971578e-02
-2.049999999999998872e-04,5.499999999999971578e-02
-1.999999999999996572e-04,5.499999999999971578e-02
-1.949999999999998609e-04,-1.012500000000002842e-01
-1.900000000000000647e-04,5.499999999999971578e-02
-1.849999999999998347e-04,2.112499999999997158e-01
-1.800000000000000384e-04,5.499999999999971578e-02
-1.749999999999998085e-04,-1.012500000000002842e-01
-1.700000000000000122e-04,5.499999999999971578e-02
-1.649999999999997823e-04,5.499999999999971578e-02
-1.599999999999999860e-04,2.112499999999997158e-01
-1.549999999999997560e-04,5.499999999999971578e-02
-1.499999999999999598e-04,-1.012500000000002842e-01
-1.449999999999997298e-04,5.499999999999971578e-02
-1.399999999999999335e-04,5.499999999999971578e-02
-1.349999999999997036e-04,5.499999999999971578e-02
-1.299999999999999073e-04,5.499999999999971578e-02
-1.249999999999996773e-04,5.499999999999971578e-02
-1.199999999999998811e-04,2.112499999999997158e-01
-1.149999999999996511e-04,5.499999999999971578e-02
-1.099999999999998548e-04,5.499999999999971578e-02
-1.050000000000000586e-04,2.112499999999997158e-01
-9.999999999999982861e-05,-1.012500000000002842e-01
-9.500000000000003234e-05,-1.012500000000002842e-01
-8.999999999999980238e-05,5.499999999999971578e-02
-8.500000000000000611e-05,-1.012500000000002842e-01
-7.999999999999977615e-05,5.499999999999971578e-02
-7.499999999999997988e-05,5.499999999999971578e-02
-6.999999999999974992e-05,5.499999999999971578e-02
-6.499999999999995365e-05,5.499999999999971578e-02
-5.999999999999972369e-05,5.499999999999971578e-02
-5.499999999999992742e-05,5.499999999999971578e-02
-4.999999999999969746e-05,-1.012500000000002842e-01
-4.499999999999990119e-05,-1.012500000000002842e-01
-3.999999999999967124e-05,5.499999999999971578e-02
-3.499999999999987496e-05,5.499999999999971578e-02
-2.999999999999964501e-05,5.499999999999971578e-02
-2.499999999999984873e-05,-1.012500000000002842e-01
-2.000000000000005246e-05,-1.012500000000002842e-01
-1.499999999999982250e-05,2.112499999999997158e-01
-1.000000000000002623e-05,2.112499999999997158e-01
-4.999999999999796274e-06,-1.012500000000002842e-01
0.000000000000000000e+00,2.398749999999999716e+00
5.000000000000229955e-06,2.711249999999999716e+00
1.000000000000002623e-05,2.554999999999999716e+00
1.500000000000025618e-05,2.554999999999999716e+00
2.000000000000005246e-05,2.554999999999999716e+00
2.500000000000028241e-05,2.398749999999999716e+00
3.000000000000007869e-05,2.554999999999999716e+00
3.500000000000030864e-05,2.554999999999999716e+00
4.000000000000010492e-05,2.554999999999999716e+00
4.500000000000033487e-05,2.398749999999999716e+00
5.000000000000013115e-05,2.554999999999999716e+00
5.500000000000036110e-05,2.398749999999999716e+00
6.000000000000015737e-05,2.554999999999999716e+00
6.499999999999995365e-05,2.398749999999999716e+00
7.000000000000018360e-05,2.242499999999999716e+00
7.499999999999997988e-05,2.398749999999999716e+00
8.000000000000020983e-05,2.554999999999999716e+00
8.500000000000000611e-05,2.554999999999999716e+00
9.000000000000023606e-05,2.398749999999999716e+00
9.500000000000003234e-05,2.554999999999999716e+00
1.000000000000002623e-04,2.554999999999999716e+00
1.050000000000000586e-04,2.554999999999999716e+00
1.100000000000002885e-04,2.398749999999999716e+00
1.150000000000000848e-04,2.398749999999999716e+00
1.200000000000003147e-04,2.554999999999999716e+00
1.250000000000001110e-04,2.398749999999999716e+00
1.300000000000003410e-04,2.554999999999999716e+00
1.350000000000001373e-04,2.711249999999999716e+00
1.400000000000003672e-04,2.554999999999999716e+00
1.450000000000001635e-04,2.554999999999999716e+00
1.499999999999999598e-04,2.554999999999999716e+00
1.550000000000001897e-04,2.398749999999999716e+00
1.599999999999999860e-04,2.554999999999999716e+00
1.650000000000002159e-04,2.554999999999999716e+00
1.700000000000000122e-04,2.554999999999999716e+00
1.750000000000002422e-04,2.554999999999999716e+00
1.800000000000000384e-04,2.554999999999999716e+00
1.850000000000002684e-04,2.711249999999999716e+00
1.900000000000000647e-04,2.711249999999999716e+00
1.950000000000002946e-04,2.554999999999999716e+00
2.000000000000000909e-04,2.554999999999999716e+00
2.050000000000003209e-04,2.554999999999999716e+00
2.100000000000001171e-04,2.554999999999999716e+00
2.150000000000003471e-04,2.554999999999999716e+00
2.200000000000001434e-04,2.398749999999999716e+00
2.250000000000003733e-04,2.711249999999999716e+00
2.300000000000001696e-04,2.398749999999999716e+00
2.349999999999999659e-04,2.554999999999999716e+00
2.400000000000001958e-04,2.242499999999999716e+00
2.449999999999999921e-04,2.554999999999999716e+00
2.500000000000002220e-04,2.398749999999999716e+00
2.550000000000000183e-04,2.554999999999999716e+00
2.600000000000002483e-04,2.398749999999999716e+00
2.650000000000000445e-04,2.554999999999999716e+00
2.700000000000002745e-04,2.711249999999999716e+00
2.750000000000000708e-04,2.554999999999999716e+00
2.800000000000003007e-04,2.711249999999999716e+00
2.850000000000000970e-04,2.711249999999999716e+00
2.900000000000003270e-04,2.398749999999999716e+00
